Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,14161,6.0,6,,,,,,
,,,,,14164,3.0,3,,,,,,
,,,,,14168,4.0,4,,,,,,
,,,,,14172,4.0,4,,,,,,
,,,,,14178,6.0,6,,,,,,
,,,,,14183,5.0,5,,,,,,
,,,,,14189,6.0,6,,,,,,
,,,,,14199,10.0,10,,,,,,
,,,,,14203,4.0,4,,,,,,
,,,,,14208,5.0,5,,,,,,
,,,,,14218,10.0,10,,,,,,
,,,,,14232,14.0,14,,,,,,
,,,,,14241,9.0,9,,,,,,
,,,,,14248,7.0,7,,,,,,
,,,,,14251,3.0,3,,,,,,
,,,,,14262,11.0,11,,,,,,
,,,,,14271,9.0,9,,,,,,
,,,,,14275,4.0,4,,,,,,
,,,,,14301,26.0,26,,,,,,
,,,,,14306,5.0,5,,,,,,
,,,,,14317,11.0,11,,,,,,
,,,,,14322,5.0,5,,,,,,
,,,,,14325,3.0,3,,,,,,
,,,,,14330,5.0,5,,,,,,
,,,,,14334,4.0,4,,,,,,
,,,,,14341,7.0,7,,,,,,
,,,,,14347,6.0,6,,,,,,
,,,,,14350,3.0,3,,,,,,
,,,,,14356,6.0,6,,,,,,
,,,,,14367,11.0,11,,,,,,
,,,,,14370,3.0,3,,,,,,
,,,,,14374,4.0,4,,,,,,
,,,,,14384,10.0,10,,,,,,
,,,,,14389,5.0,5,,,,,,
,,,,,14396,7.0,7,,,,,,
,,,,,14402,6.0,6,,,,,,
,,,,,14405,3.0,3,,,,,,
,,,,,14409,4.0,4,,,,,,
,,,,,14412,3.0,3,,,,,,
,,,,,14416,4.0,4,,,,,,
,,,,,14420,4.0,4,,,,,,
,,,,,14426,6.0,6,,,,,,
,,,,,14431,5.0,5,,,,,,
,,,,,14435,4.0,4,,,,,,
,,,,,14440,5.0,5,,,,,,
,,,,,14443,3.0,3,,,,,,
,,,,,14448,5.0,5,,,,,,
,,,,,14453,5.0,5,,,,,,
,,,,,14461,8.0,8,,,,,,
,,,,,14470,9.0,9,,,,,,
,,,,,14477,7.0,7,,,,,,
,,,,,14483,6.0,6,,,,,,
,,,,,14487,4.0,4,,,,,,
,,,,,14496,9.0,9,,,,,,
,,,,,14508,12.0,12,,,,,,
,,,,,14513,5.0,5,,,,,,
,,,,,14519,6.0,6,,,,,,
,,,,,14526,7.0,7,,,,,,
,,,,,14537,11.0,11,,,,,,
,,,,,14541,4.0,4,,,,,,
,,,,,14550,9.0,9,,,,,,
,,,,,14556,6.0,6,,,,,,
,,,,,14559,3.0,3,,,,,,
,,,,,14563,4.0,4,,,,,,
,,,,,14572,9.0,9,,,,,,
,,,,,14579,7.0,7,,,,,,
,,,,,14591,12.0,12,,,,,,
,,,,,14602,11.0,11,,,,,,
,,,,,14607,5.0,5,,,,,,
,,,,,14613,6.0,6,,,,,,
,,,,,14623,10.0,10,,,,,,
,,,,,14629,6.0,6,,,,,,
,,,,,14633,4.0,4,,,,,,
,,,,,14637,4.0,4,,,,,,
,,,,,14644,7.0,7,,,,,,
,,,,,14653,9.0,9,,,,,,
,,,,,14658,5.0,5,,,,,,
,,,,,14675,17.0,17,,,,,,
,,,,,14681,6.0,6,,,,,,
,,,,,14684,3.0,3,,,,,,
,,,,,14692,8.0,8,,,,,,
,,,,,14700,8.0,8,,,,,,
,,,,,14707,7.0,7,,,,,,
,,,,,14712,5.0,5,,,,,,
,,,,,14717,5.0,5,,,,,,
,,,,,14720,3.0,3,,,,,,
,,,,,14730,10.0,10,,,,,,
,,,,,14735,5.0,5,,,,,,
,,,,,14741,6.0,6,,,,,,
,,,,,14746,5.0,5,,,,,,
,,,,,14749,3.0,3,,,,,,
,,,,,14754,5.0,5,,,,,,
,,,,,14758,4.0,4,,,,,,
,,,,,14767,9.0,9,,,,,,
,,,,,14775,8.0,8,,,,,,
,,,,,14779,4.0,4,,,,,,
,,,,,14788,9.0,9,,,,,,
,,,,,14792,4.0,4,,,,,,
,,,,,14796,4.0,4,,,,,,
,,,,,14804,8.0,8,,,,,,
,,,,,14811,7.0,7,,,,,,
,,,,,14814,3.0,3,,,,,,
,,,,,14819,5.0,5,,,,,,
,,,,,14831,12.0,12,,,,,,
,,,,,14835,4.0,4,,,,,,
,,,,,14842,7.0,7,,,,,,
,,,,,14852,10.0,10,,,,,,
,,,,,14869,17.0,17,,,,,,
,,,,,14872,3.0,3,,,,,,
,,,,,14875,3.0,3,,,,,,
,,,,,14894,19.0,19,,,,,,
,,,,,14898,4.0,4,,,,,,
,,,,,14902,4.0,4,,,,,,
,,,,,14906,4.0,4,,,,,,
,,,,,14911,5.0,5,,,,,,
,,,,,14917,6.0,6,,,,,,
,,,,,14938,21.0,21,,,,,,
,,,,,14960,22.0,22,,,,,,
,,,,,14964,4.0,4,,,,,,
,,,,,14967,3.0,3,,,,,,
,,,,,14971,4.0,4,,,,,,
,,,,,14975,4.0,4,,,,,,
,,,,,14980,5.0,5,,,,,,
,,,,,14987,7.0,7,,,,,,
,,,,,14998,11.0,11,,,,,,
9.4,8.546345,31.0,3.0,9.4,15000,,,2.1633152961730957,4.994154930114746,5.128511428833008,0.0003,0.0003,0.1
,,,,,15006,8.0,8,,,,,,
,,,,,15009,3.0,3,,,,,,
,,,,,15012,3.0,3,,,,,,
,,,,,15016,4.0,4,,,,,,
,,,,,15023,7.0,7,,,,,,
,,,,,15030,7.0,7,,,,,,
,,,,,15036,6.0,6,,,,,,
,,,,,15039,3.0,3,,,,,,
,,,,,15044,5.0,5,,,,,,
,,,,,15047,3.0,3,,,,,,
,,,,,15050,3.0,3,,,,,,
,,,,,15053,3.0,3,,,,,,
,,,,,15057,4.0,4,,,,,,
,,,,,15062,5.0,5,,,,,,
,,,,,15070,8.0,8,,,,,,
,,,,,15075,5.0,5,,,,,,
,,,,,15078,3.0,3,,,,,,
,,,,,15083,5.0,5,,,,,,
,,,,,15091,8.0,8,,,,,,
,,,,,15095,4.0,4,,,,,,
,,,,,15103,8.0,8,,,,,,
,,,,,15110,7.0,7,,,,,,
,,,,,15113,3.0,3,,,,,,
,,,,,15129,16.0,16,,,,,,
,,,,,15140,11.0,11,,,,,,
,,,,,15155,15.0,15,,,,,,
,,,,,15162,7.0,7,,,,,,
,,,,,15171,9.0,9,,,,,,
,,,,,15174,3.0,3,,,,,,
,,,,,15182,8.0,8,,,,,,
,,,,,15187,5.0,5,,,,,,
,,,,,15191,4.0,4,,,,,,
,,,,,15198,7.0,7,,,,,,
,,,,,15208,10.0,10,,,,,,
,,,,,15217,9.0,9,,,,,,
,,,,,15221,4.0,4,,,,,,
,,,,,15233,12.0,12,,,,,,
,,,,,15237,4.0,4,,,,,,
,,,,,15242,5.0,5,,,,,,
,,,,,15252,10.0,10,,,,,,
,,,,,15257,5.0,5,,,,,,
,,,,,15261,4.0,4,,,,,,
,,,,,15266,5.0,5,,,,,,
,,,,,15273,7.0,7,,,,,,
,,,,,15279,6.0,6,,,,,,
,,,,,15287,8.0,8,,,,,,
,,,,,15291,4.0,4,,,,,,
,,,,,15294,3.0,3,,,,,,
,,,,,15300,6.0,6,,,,,,
,,,,,15304,4.0,4,,,,,,
,,,,,15309,5.0,5,,,,,,
,,,,,15313,4.0,4,,,,,,
,,,,,15328,15.0,15,,,,,,
,,,,,15337,9.0,9,,,,,,
,,,,,15342,5.0,5,,,,,,
,,,,,15350,8.0,8,,,,,,
,,,,,15357,7.0,7,,,,,,
,,,,,15361,4.0,4,,,,,,
,,,,,15364,3.0,3,,,,,,
,,,,,15376,12.0,12,,,,,,
,,,,,15380,4.0,4,,,,,,
,,,,,15383,3.0,3,,,,,,
,,,,,15389,6.0,6,,,,,,
,,,,,15393,4.0,4,,,,,,
,,,,,15399,6.0,6,,,,,,
,,,,,15403,4.0,4,,,,,,
,,,,,15426,23.0,23,,,,,,
,,,,,15430,4.0,4,,,,,,
,,,,,15438,8.0,8,,,,,,
,,,,,15441,3.0,3,,,,,,
,,,,,15446,5.0,5,,,,,,
,,,,,15458,12.0,12,,,,,,
,,,,,15469,11.0,11,,,,,,
,,,,,15475,6.0,6,,,,,,
,,,,,15485,10.0,10,,,,,,
,,,,,15494,9.0,9,,,,,,
,,,,,15508,14.0,14,,,,,,
,,,,,15513,5.0,5,,,,,,
,,,,,15521,8.0,8,,,,,,
,,,,,15534,13.0,13,,,,,,
,,,,,15558,24.0,24,,,,,,
,,,,,15561,3.0,3,,,,,,
,,,,,15575,14.0,14,,,,,,
,,,,,15588,13.0,13,,,,,,
,,,,,15602,14.0,14,,,,,,
,,,,,15611,9.0,9,,,,,,
,,,,,15621,10.0,10,,,,,,
,,,,,15626,5.0,5,,,,,,
,,,,,15636,10.0,10,,,,,,
,,,,,15649,13.0,13,,,,,,
,,,,,15655,6.0,6,,,,,,
,,,,,15660,5.0,5,,,,,,
,,,,,15663,3.0,3,,,,,,
,,,,,15678,15.0,15,,,,,,
,,,,,15682,4.0,4,,,,,,
,,,,,15685,3.0,3,,,,,,
,,,,,15695,10.0,10,,,,,,
,,,,,15703,8.0,8,,,,,,
,,,,,15707,4.0,4,,,,,,
,,,,,15715,8.0,8,,,,,,
,,,,,15720,5.0,5,,,,,,
,,,,,15740,20.0,20,,,,,,
,,,,,15753,13.0,13,,,,,,
,,,,,15761,8.0,8,,,,,,
,,,,,15767,6.0,6,,,,,,
,,,,,15775,8.0,8,,,,,,
,,,,,15782,7.0,7,,,,,,
,,,,,15788,6.0,6,,,,,,
,,,,,15792,4.0,4,,,,,,
,,,,,15796,4.0,4,,,,,,
,,,,,15800,4.0,4,,,,,,
,,,,,15814,14.0,14,,,,,,
,,,,,15822,8.0,8,,,,,,
,,,,,15833,11.0,11,,,,,,
,,,,,15839,6.0,6,,,,,,
,,,,,15854,15.0,15,,,,,,
,,,,,15863,9.0,9,,,,,,
,,,,,15866,3.0,3,,,,,,
,,,,,15877,11.0,11,,,,,,
,,,,,15881,4.0,4,,,,,,
,,,,,15886,5.0,5,,,,,,
,,,,,15895,9.0,9,,,,,,
,,,,,15899,4.0,4,,,,,,
,,,,,15908,9.0,9,,,,,,
,,,,,15914,6.0,6,,,,,,
,,,,,15918,4.0,4,,,,,,
,,,,,15925,7.0,7,,,,,,
,,,,,15934,9.0,9,,,,,,
,,,,,15938,4.0,4,,,,,,
,,,,,15942,4.0,4,,,,,,
,,,,,15948,6.0,6,,,,,,
,,,,,15954,6.0,6,,,,,,
,,,,,15959,5.0,5,,,,,,
,,,,,15965,6.0,6,,,,,,
,,,,,15971,6.0,6,,,,,,
,,,,,15979,8.0,8,,,,,,
,,,,,15987,8.0,8,,,,,,
,,,,,15992,5.0,5,,,,,,
,,,,,16000,,,2.1480588912963867,5.244717597961426,5.110980987548828,0.0003,0.0003,0.1
,,,,,16010,18.0,18,,,,,,
,,,,,16034,24.0,24,,,,,,
,,,,,16038,4.0,4,,,,,,
,,,,,16045,7.0,7,,,,,,
,,,,,16052,7.0,7,,,,,,
,,,,,16056,4.0,4,,,,,,
,,,,,16064,8.0,8,,,,,,
,,,,,16072,8.0,8,,,,,,
,,,,,16081,9.0,9,,,,,,
,,,,,16085,4.0,4,,,,,,
,,,,,16090,5.0,5,,,,,,
,,,,,16097,7.0,7,,,,,,
,,,,,16100,3.0,3,,,,,,
,,,,,16110,10.0,10,,,,,,
,,,,,16114,4.0,4,,,,,,
,,,,,16119,5.0,5,,,,,,
,,,,,16122,3.0,3,,,,,,
,,,,,16127,5.0,5,,,,,,
,,,,,16136,9.0,9,,,,,,
,,,,,16143,7.0,7,,,,,,
,,,,,16148,5.0,5,,,,,,
,,,,,16155,7.0,7,,,,,,
,,,,,16168,13.0,13,,,,,,
,,,,,16173,5.0,5,,,,,,
,,,,,16181,8.0,8,,,,,,
,,,,,16197,16.0,16,,,,,,
,,,,,16206,9.0,9,,,,,,
,,,,,16209,3.0,3,,,,,,
,,,,,16212,3.0,3,,,,,,
,,,,,16220,8.0,8,,,,,,
,,,,,16224,4.0,4,,,,,,
,,,,,16232,8.0,8,,,,,,
,,,,,16236,4.0,4,,,,,,
,,,,,16239,3.0,3,,,,,,
,,,,,16248,9.0,9,,,,,,
,,,,,16251,3.0,3,,,,,,
,,,,,16254,3.0,3,,,,,,
,,,,,16261,7.0,7,,,,,,
,,,,,16275,14.0,14,,,,,,
,,,,,16283,8.0,8,,,,,,
,,,,,16288,5.0,5,,,,,,
,,,,,16296,8.0,8,,,,,,
,,,,,16307,11.0,11,,,,,,
,,,,,16329,22.0,22,,,,,,
,,,,,16340,11.0,11,,,,,,
,,,,,16343,3.0,3,,,,,,
,,,,,16349,6.0,6,,,,,,
,,,,,16354,5.0,5,,,,,,
,,,,,16360,6.0,6,,,,,,
,,,,,16367,7.0,7,,,,,,
,,,,,16371,4.0,4,,,,,,
,,,,,16377,6.0,6,,,,,,
,,,,,16381,4.0,4,,,,,,
,,,,,16396,15.0,15,,,,,,
,,,,,16402,6.0,6,,,,,,
,,,,,16406,4.0,4,,,,,,
,,,,,16409,3.0,3,,,,,,
,,,,,16416,7.0,7,,,,,,
,,,,,16420,4.0,4,,,,,,
,,,,,16429,9.0,9,,,,,,
,,,,,16435,6.0,6,,,,,,
,,,,,16446,11.0,11,,,,,,
,,,,,16458,12.0,12,,,,,,
,,,,,16467,9.0,9,,,,,,
,,,,,16471,4.0,4,,,,,,
,,,,,16474,3.0,3,,,,,,
,,,,,16478,4.0,4,,,,,,
,,,,,16488,10.0,10,,,,,,
,,,,,16493,5.0,5,,,,,,
,,,,,16500,7.0,7,,,,,,
,,,,,16504,4.0,4,,,,,,
,,,,,16509,5.0,5,,,,,,
,,,,,16515,6.0,6,,,,,,
,,,,,16519,4.0,4,,,,,,
,,,,,16522,3.0,3,,,,,,
,,,,,16525,3.0,3,,,,,,
,,,,,16531,6.0,6,,,,,,
,,,,,16534,3.0,3,,,,,,
,,,,,16539,5.0,5,,,,,,
,,,,,16544,5.0,5,,,,,,
,,,,,16548,4.0,4,,,,,,
,,,,,16555,7.0,7,,,,,,
,,,,,16574,19.0,19,,,,,,
,,,,,16588,14.0,14,,,,,,
,,,,,16596,8.0,8,,,,,,
,,,,,16602,6.0,6,,,,,,
,,,,,16612,10.0,10,,,,,,
,,,,,16618,6.0,6,,,,,,
,,,,,16635,17.0,17,,,,,,
,,,,,16652,17.0,17,,,,,,
,,,,,16656,4.0,4,,,,,,
,,,,,16664,8.0,8,,,,,,
,,,,,16670,6.0,6,,,,,,
,,,,,16678,8.0,8,,,,,,
,,,,,16681,3.0,3,,,,,,
,,,,,16684,3.0,3,,,,,,
,,,,,16691,7.0,7,,,,,,
,,,,,16698,7.0,7,,,,,,
,,,,,16707,9.0,9,,,,,,
,,,,,16712,5.0,5,,,,,,
,,,,,16715,3.0,3,,,,,,
,,,,,16719,4.0,4,,,,,,
,,,,,16733,14.0,14,,,,,,
,,,,,16739,6.0,6,,,,,,
,,,,,16744,5.0,5,,,,,,
,,,,,16747,3.0,3,,,,,,
,,,,,16757,10.0,10,,,,,,
,,,,,16764,7.0,7,,,,,,
,,,,,16770,6.0,6,,,,,,
,,,,,16773,3.0,3,,,,,,
,,,,,16796,23.0,23,,,,,,
,,,,,16807,11.0,11,,,,,,
,,,,,16817,10.0,10,,,,,,
,,,,,16821,4.0,4,,,,,,
,,,,,16831,10.0,10,,,,,,
,,,,,16835,4.0,4,,,,,,
,,,,,16839,4.0,4,,,,,,
,,,,,16852,13.0,13,,,,,,
,,,,,16858,6.0,6,,,,,,
,,,,,16862,4.0,4,,,,,,
,,,,,16866,4.0,4,,,,,,
,,,,,16877,11.0,11,,,,,,
,,,,,16884,7.0,7,,,,,,
,,,,,16891,7.0,7,,,,,,
,,,,,16896,5.0,5,,,,,,
,,,,,16906,10.0,10,,,,,,
,,,,,16913,7.0,7,,,,,,
,,,,,16917,4.0,4,,,,,,
,,,,,16920,3.0,3,,,,,,
,,,,,16925,5.0,5,,,,,,
,,,,,16931,6.0,6,,,,,,
,,,,,16935,4.0,4,,,,,,
,,,,,16938,3.0,3,,,,,,
,,,,,16951,13.0,13,,,,,,
,,,,,16954,3.0,3,,,,,,
,,,,,16990,36.0,36,,,,,,
,,,,,17000,,,1.8599786758422852,5.507537364959717,5.365131378173828,0.0003,0.0003,0.1
,,,,,17001,11.0,11,,,,,,
,,,,,17005,4.0,4,,,,,,
,,,,,17009,4.0,4,,,,,,
,,,,,17013,4.0,4,,,,,,
,,,,,17025,12.0,12,,,,,,
,,,,,17035,10.0,10,,,,,,
,,,,,17047,12.0,12,,,,,,
,,,,,17064,17.0,17,,,,,,
,,,,,17068,4.0,4,,,,,,
,,,,,17076,8.0,8,,,,,,
,,,,,17085,9.0,9,,,,,,
,,,,,17091,6.0,6,,,,,,
,,,,,17095,4.0,4,,,,,,
,,,,,17098,3.0,3,,,,,,
,,,,,17104,6.0,6,,,,,,
,,,,,17109,5.0,5,,,,,,
,,,,,17113,4.0,4,,,,,,
,,,,,17118,5.0,5,,,,,,
,,,,,17128,10.0,10,,,,,,
,,,,,17132,4.0,4,,,,,,
,,,,,17135,3.0,3,,,,,,
,,,,,17148,13.0,13,,,,,,
,,,,,17154,6.0,6,,,,,,
,,,,,17158,4.0,4,,,,,,
,,,,,17162,4.0,4,,,,,,
,,,,,17169,7.0,7,,,,,,
,,,,,17173,4.0,4,,,,,,
,,,,,17176,3.0,3,,,,,,
,,,,,17180,4.0,4,,,,,,
,,,,,17185,5.0,5,,,,,,
,,,,,17192,7.0,7,,,,,,
,,,,,17199,7.0,7,,,,,,
,,,,,17206,7.0,7,,,,,,
,,,,,17210,4.0,4,,,,,,
,,,,,17220,10.0,10,,,,,,
,,,,,17223,3.0,3,,,,,,
,,,,,17233,10.0,10,,,,,,
,,,,,17237,4.0,4,,,,,,
,,,,,17242,5.0,5,,,,,,
,,,,,17253,11.0,11,,,,,,
,,,,,17259,6.0,6,,,,,,
,,,,,17262,3.0,3,,,,,,
,,,,,17275,13.0,13,,,,,,
,,,,,17279,4.0,4,,,,,,
,,,,,17286,7.0,7,,,,,,
,,,,,17290,4.0,4,,,,,,
,,,,,17295,5.0,5,,,,,,
,,,,,17298,3.0,3,,,,,,
,,,,,17307,9.0,9,,,,,,
,,,,,17311,4.0,4,,,,,,
,,,,,17322,11.0,11,,,,,,
,,,,,17326,4.0,4,,,,,,
,,,,,17330,4.0,4,,,,,,
,,,,,17335,5.0,5,,,,,,
,,,,,17339,4.0,4,,,,,,
,,,,,17352,13.0,13,,,,,,
,,,,,17358,6.0,6,,,,,,
,,,,,17363,5.0,5,,,,,,
,,,,,17368,5.0,5,,,,,,
,,,,,17372,4.0,4,,,,,,
,,,,,17380,8.0,8,,,,,,
,,,,,17388,8.0,8,,,,,,
,,,,,17391,3.0,3,,,,,,
,,,,,17394,3.0,3,,,,,,
,,,,,17399,5.0,5,,,,,,
,,,,,17403,4.0,4,,,,,,
,,,,,17413,10.0,10,,,,,,
,,,,,17417,4.0,4,,,,,,
,,,,,17420,3.0,3,,,,,,
,,,,,17423,3.0,3,,,,,,
,,,,,17428,5.0,5,,,,,,
,,,,,17432,4.0,4,,,,,,
,,,,,17436,4.0,4,,,,,,
,,,,,17439,3.0,3,,,,,,
,,,,,17448,9.0,9,,,,,,
,,,,,17458,10.0,10,,,,,,
,,,,,17462,4.0,4,,,,,,
,,,,,17472,10.0,10,,,,,,
,,,,,17486,14.0,14,,,,,,
,,,,,17492,6.0,6,,,,,,
,,,,,17497,5.0,5,,,,,,
,,,,,17502,5.0,5,,,,,,
,,,,,17505,3.0,3,,,,,,
,,,,,17523,18.0,18,,,,,,
,,,,,17529,6.0,6,,,,,,
,,,,,17541,12.0,12,,,,,,
,,,,,17545,4.0,4,,,,,,
,,,,,17552,7.0,7,,,,,,
,,,,,17566,14.0,14,,,,,,
,,,,,17571,5.0,5,,,,,,
,,,,,17581,10.0,10,,,,,,
,,,,,17590,9.0,9,,,,,,
,,,,,17595,5.0,5,,,,,,
,,,,,17598,3.0,3,,,,,,
,,,,,17603,5.0,5,,,,,,
,,,,,17610,7.0,7,,,,,,
,,,,,17617,7.0,7,,,,,,
,,,,,17622,5.0,5,,,,,,
,,,,,17629,7.0,7,,,,,,
,,,,,17639,10.0,10,,,,,,
,,,,,17650,11.0,11,,,,,,
,,,,,17654,4.0,4,,,,,,
,,,,,17669,15.0,15,,,,,,
,,,,,17674,5.0,5,,,,,,
,,,,,17680,6.0,6,,,,,,
,,,,,17684,4.0,4,,,,,,
,,,,,17689,5.0,5,,,,,,
,,,,,17693,4.0,4,,,,,,
,,,,,17703,10.0,10,,,,,,
,,,,,17707,4.0,4,,,,,,
,,,,,17713,6.0,6,,,,,,
,,,,,17731,18.0,18,,,,,,
,,,,,17738,7.0,7,,,,,,
,,,,,17741,3.0,3,,,,,,
,,,,,17749,8.0,8,,,,,,
,,,,,17754,5.0,5,,,,,,
,,,,,17764,10.0,10,,,,,,
,,,,,17774,10.0,10,,,,,,
,,,,,17779,5.0,5,,,,,,
,,,,,17785,6.0,6,,,,,,
,,,,,17797,12.0,12,,,,,,
,,,,,17806,9.0,9,,,,,,
,,,,,17811,5.0,5,,,,,,
,,,,,17814,3.0,3,,,,,,
,,,,,17831,17.0,17,,,,,,
,,,,,17838,7.0,7,,,,,,
,,,,,17846,8.0,8,,,,,,
,,,,,17849,3.0,3,,,,,,
,,,,,17857,8.0,8,,,,,,
,,,,,17860,3.0,3,,,,,,
,,,,,17864,4.0,4,,,,,,
,,,,,17868,4.0,4,,,,,,
,,,,,17877,9.0,9,,,,,,
,,,,,17882,5.0,5,,,,,,
,,,,,17893,11.0,11,,,,,,
,,,,,17917,24.0,24,,,,,,
,,,,,17921,4.0,4,,,,,,
,,,,,17929,8.0,8,,,,,,
,,,,,17935,6.0,6,,,,,,
,,,,,17945,10.0,10,,,,,,
,,,,,17951,6.0,6,,,,,,
,,,,,17956,5.0,5,,,,,,
,,,,,17962,6.0,6,,,,,,
,,,,,17966,4.0,4,,,,,,
,,,,,17974,8.0,8,,,,,,
,,,,,17983,9.0,9,,,,,,
,,,,,17986,3.0,3,,,,,,
,,,,,17990,4.0,4,,,,,,
,,,,,17993,3.0,3,,,,,,
,,,,,18000,7.0,7,,,,,,
,,,,,18000,,,1.75018310546875,4.897658824920654,4.91357421875,0.0003,0.0003,0.1
,,,,,18006,6.0,6,,,,,,
,,,,,18010,4.0,4,,,,,,
,,,,,18014,4.0,4,,,,,,
,,,,,18018,4.0,4,,,,,,
,,,,,18028,10.0,10,,,,,,
,,,,,18034,6.0,6,,,,,,
,,,,,18041,7.0,7,,,,,,
,,,,,18047,6.0,6,,,,,,
,,,,,18053,6.0,6,,,,,,
,,,,,18058,5.0,5,,,,,,
,,,,,18061,3.0,3,,,,,,
,,,,,18066,5.0,5,,,,,,
,,,,,18076,10.0,10,,,,,,
,,,,,18084,8.0,8,,,,,,
,,,,,18088,4.0,4,,,,,,
,,,,,18092,4.0,4,,,,,,
,,,,,18100,8.0,8,,,,,,
,,,,,18106,6.0,6,,,,,,
,,,,,18110,4.0,4,,,,,,
,,,,,18114,4.0,4,,,,,,
,,,,,18118,4.0,4,,,,,,
,,,,,18124,6.0,6,,,,,,
,,,,,18130,6.0,6,,,,,,
,,,,,18133,3.0,3,,,,,,
,,,,,18145,12.0,12,,,,,,
,,,,,18155,10.0,10,,,,,,
,,,,,18160,5.0,5,,,,,,
,,,,,18171,11.0,11,,,,,,
,,,,,18177,6.0,6,,,,,,
,,,,,18181,4.0,4,,,,,,
,,,,,18197,16.0,16,,,,,,
,,,,,18201,4.0,4,,,,,,
,,,,,18207,6.0,6,,,,,,
,,,,,18212,5.0,5,,,,,,
,,,,,18223,11.0,11,,,,,,
,,,,,18227,4.0,4,,,,,,
,,,,,18231,4.0,4,,,,,,
,,,,,18237,6.0,6,,,,,,
,,,,,18242,5.0,5,,,,,,
,,,,,18246,4.0,4,,,,,,
,,,,,18250,4.0,4,,,,,,
,,,,,18253,3.0,3,,,,,,
,,,,,18257,4.0,4,,,,,,
,,,,,18264,7.0,7,,,,,,
,,,,,18270,6.0,6,,,,,,
,,,,,18275,5.0,5,,,,,,
,,,,,18280,5.0,5,,,,,,
,,,,,18283,3.0,3,,,,,,
,,,,,18289,6.0,6,,,,,,
,,,,,18302,13.0,13,,,,,,
,,,,,18306,4.0,4,,,,,,
,,,,,18309,3.0,3,,,,,,
,,,,,18313,4.0,4,,,,,,
,,,,,18320,7.0,7,,,,,,
,,,,,18330,10.0,10,,,,,,
,,,,,18334,4.0,4,,,,,,
,,,,,18344,10.0,10,,,,,,
,,,,,18348,4.0,4,,,,,,
,,,,,18352,4.0,4,,,,,,
,,,,,18364,12.0,12,,,,,,
,,,,,18367,3.0,3,,,,,,
,,,,,18371,4.0,4,,,,,,
,,,,,18382,11.0,11,,,,,,
,,,,,18385,3.0,3,,,,,,
,,,,,18390,5.0,5,,,,,,
,,,,,18397,7.0,7,,,,,,
,,,,,18402,5.0,5,,,,,,
,,,,,18406,4.0,4,,,,,,
,,,,,18412,6.0,6,,,,,,
,,,,,18418,6.0,6,,,,,,
,,,,,18427,9.0,9,,,,,,
,,,,,18430,3.0,3,,,,,,
,,,,,18433,3.0,3,,,,,,
,,,,,18446,13.0,13,,,,,,
,,,,,18453,7.0,7,,,,,,
,,,,,18460,7.0,7,,,,,,
,,,,,18464,4.0,4,,,,,,
,,,,,18479,15.0,15,,,,,,
,,,,,18488,9.0,9,,,,,,
,,,,,18494,6.0,6,,,,,,
,,,,,18501,7.0,7,,,,,,
,,,,,18505,4.0,4,,,,,,
,,,,,18511,6.0,6,,,,,,
,,,,,18529,18.0,18,,,,,,
,,,,,18535,6.0,6,,,,,,
,,,,,18542,7.0,7,,,,,,
,,,,,18545,3.0,3,,,,,,
,,,,,18548,3.0,3,,,,,,
,,,,,18555,7.0,7,,,,,,
,,,,,18559,4.0,4,,,,,,
,,,,,18578,19.0,19,,,,,,
,,,,,18588,10.0,10,,,,,,
,,,,,18592,4.0,4,,,,,,
,,,,,18600,8.0,8,,,,,,
,,,,,18606,6.0,6,,,,,,
,,,,,18609,3.0,3,,,,,,
,,,,,18629,20.0,20,,,,,,
,,,,,18634,5.0,5,,,,,,
,,,,,18639,5.0,5,,,,,,
,,,,,18643,4.0,4,,,,,,
,,,,,18647,4.0,4,,,,,,
,,,,,18650,3.0,3,,,,,,
,,,,,18656,6.0,6,,,,,,
,,,,,18659,3.0,3,,,,,,
,,,,,18664,5.0,5,,,,,,
,,,,,18670,6.0,6,,,,,,
,,,,,18674,4.0,4,,,,,,
,,,,,18683,9.0,9,,,,,,
,,,,,18690,7.0,7,,,,,,
,,,,,18699,9.0,9,,,,,,
,,,,,18707,8.0,8,,,,,,
,,,,,18712,5.0,5,,,,,,
,,,,,18716,4.0,4,,,,,,
,,,,,18720,4.0,4,,,,,,
,,,,,18728,8.0,8,,,,,,
,,,,,18743,15.0,15,,,,,,
,,,,,18748,5.0,5,,,,,,
,,,,,18757,9.0,9,,,,,,
,,,,,18764,7.0,7,,,,,,
,,,,,18772,8.0,8,,,,,,
,,,,,18779,7.0,7,,,,,,
,,,,,18784,5.0,5,,,,,,
,,,,,18788,4.0,4,,,,,,
,,,,,18792,4.0,4,,,,,,
,,,,,18800,8.0,8,,,,,,
,,,,,18805,5.0,5,,,,,,
,,,,,18816,11.0,11,,,,,,
,,,,,18827,11.0,11,,,,,,
,,,,,18834,7.0,7,,,,,,
,,,,,18840,6.0,6,,,,,,
,,,,,18845,5.0,5,,,,,,
,,,,,18852,7.0,7,,,,,,
,,,,,18861,9.0,9,,,,,,
,,,,,18872,11.0,11,,,,,,
,,,,,18880,8.0,8,,,,,,
