Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,12663,183.91031,84,,,,,,,,
,,,,,12749,188.52411,86,,,,,,,,
,,,,,12839,179.10045,90,,,,,,,,
,,,,,12922,175.78532,83,,,,,,,,
,,,,,13000,,,-24.481002807617188,-1.4636731147766113,6.387566566467285,22.743022918701172,22.47625732421875,0.0003,0.0003,0.1
,,,,,13008,176.05669,86,,,,,,,,
,,,,,13090,172.4917,82,,,,,,,,
,,,,,13173,179.6322,83,,,,,,,,
,,,,,13255,174.82556,82,,,,,,,,
,,,,,13338,173.129,83,,,,,,,,
,,,,,13422,175.2268,84,,,,,,,,
,,,,,13505,173.3557,83,,,,,,,,
,,,,,13594,196.90413,89,,,,,,,,
,,,,,13679,183.7885,85,,,,,,,,
,,,,,13765,185.86072,86,,,,,,,,
,,,,,13849,165.1424,84,,,,,,,,
,,,,,13935,175.05946,86,,,,,,,,
,,,,,14000,,,-34.0433235168457,-1.0640045404434204,2.0770840644836426,32.22774124145508,32.18818283081055,0.0003,0.0003,0.1
,,,,,14020,181.18306,85,,,,,,,,
,,,,,14113,194.76317,93,,,,,,,,
,,,,,14208,185.73886,95,,,,,,,,
,,,,,14287,163.47931,79,,,,,,,,
,,,,,14377,180.27544,90,,,,,,,,
,,,,,14460,178.9324,83,,,,,,,,
,,,,,14545,181.57025,85,,,,,,,,
,,,,,14637,202.21027,92,,,,,,,,
,,,,,14723,175.2884,86,,,,,,,,
,,,,,14804,171.9575,81,,,,,,,,
,,,,,14892,197.87314,88,,,,,,,,
,,,,,14981,196.16454,89,,,,,,,,
181.80388,7.0332856,193.75046,171.18475,85.2,15000,,,-42.8087043762207,-1.9043009281158447,8.513106346130371,40.012908935546875,40.194740295410156,0.0003,0.0003,0.1
,,,,,15066,182.3052,85,,,,,,,,
,,,,,15172,249.24191,106,,,,,,,,
,,,,,15252,170.1724,80,,,,,,,,
,,,,,15350,231.21286,98,,,,,,,,
,,,,,15434,184.71477,84,,,,,,,,
,,,,,15519,175.59888,85,,,,,,,,
,,,,,15607,197.8331,88,,,,,,,,
,,,,,15695,193.22563,88,,,,,,,,
,,,,,15785,204.71739,90,,,,,,,,
,,,,,15877,206.11668,92,,,,,,,,
,,,,,15963,190.72,86,,,,,,,,
,,,,,16000,,,-50.67415237426758,-1.7585586309432983,3.8531415462493896,48.04102325439453,47.8975830078125,0.0003,0.0003,0.1
,,,,,16049,185.23227,86,,,,,,,,
,,,,,16137,186.76062,88,,,,,,,,
,,,,,16225,188.47798,88,,,,,,,,
,,,,,16316,201.7977,91,,,,,,,,
,,,,,16410,215.42882,94,,,,,,,,
,,,,,16498,197.68597,88,,,,,,,,
,,,,,16586,190.38081,88,,,,,,,,
,,,,,16672,169.01917,86,,,,,,,,
,,,,,16759,176.9137,87,,,,,,,,
,,,,,16849,191.39381,90,,,,,,,,
,,,,,16938,187.41258,89,,,,,,,,
,,,,,17000,,,-60.083740234375,-1.512528419494629,7.013576030731201,57.8330078125,57.88164520263672,0.0003,0.0003,0.1
,,,,,17032,212.3919,94,,,,,,,,
,,,,,17117,187.02467,85,,,,,,,,
,,,,,17204,188.84497,87,,,,,,,,
,,,,,17293,186.78128,89,,,,,,,,
,,,,,17386,182.88994,93,,,,,,,,
,,,,,17473,173.12381,87,,,,,,,,
