Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,44923,-34.231346,101,,,,,,
,,,,,45000,,,10.863123893737793,9.732675552368164,10.195089340209961,37.66764450073242,0.73,0.003
,,,,,45017,-62.352947,94,,,,,,
,,,,,45125,-98.3727,108,,,,,,
,,,,,45220,-61.27092,95,,,,,,
,,,,,45355,-213.8713,135,,,,,,
,,,,,45493,-88.36898,138,,,,,,
,,,,,45591,-98.544334,98,,,,,,
,,,,,45671,-49.664555,80,,,,,,
,,,,,45787,-82.680374,116,,,,,,
,,,,,45902,-39.865677,115,,,,,,
,,,,,46000,,,15.383049011230469,2.4892945289611816,4.098570823669434,66.65107727050781,0.724,0.003
,,,,,46530,-79.22815,628,,,,,,
,,,,,46662,-115.701584,132,,,,,,
,,,,,46780,-19.663513,118,,,,,,
,,,,,46892,-75.39075,112,,,,,,
,,,,,47000,,,69.80113220214844,-2.89697527885437,-4.827820777893066,162.15992736816406,0.718,0.003
,,,,,47018,-25.421738,126,,,,,,
,,,,,47102,-8.829468,84,,,,,,
,,,,,47226,-75.663765,124,,,,,,
,,,,,47313,-113.61005,87,,,,,,
,,,,,47446,-104.293106,133,,,,,,
,,,,,47597,-209.32501,151,,,,,,
,,,,,47665,-52.52493,68,,,,,,
,,,,,47761,-135.88869,96,,,,,,
,,,,,47850,-74.2242,89,,,,,,
,,,,,47921,-56.430412,71,,,,,,
,,,,,48000,,,29.20245361328125,11.713614463806152,12.323532104492188,90.22689056396484,0.712,0.003
,,,,,48042,-56.51403,121,,,,,,
,,,,,48110,-31.187332,68,,,,,,
,,,,,48232,-70.85406,122,,,,,,
,,,,,48360,-59.867615,128,,,,,,
,,,,,48456,-68.041046,96,,,,,,
,,,,,48541,-50.203384,85,,,,,,
,,,,,48617,-68.55058,76,,,,,,
,,,,,48702,-69.10556,85,,,,,,
,,,,,48850,-61.675156,148,,,,,,
,,,,,48954,-35.376915,104,,,,,,
,,,,,49000,,,10.50102710723877,9.848602294921875,10.185888290405273,47.37077331542969,0.706,0.003
,,,,,49017,-135.91272,63,,,,,,
,,,,,49127,-121.601524,110,,,,,,
,,,,,49269,-50.560078,142,,,,,,
,,,,,49352,-20.15828,83,,,,,,
,,,,,49485,-62.517265,133,,,,,,
,,,,,49591,-84.4556,106,,,,,,
,,,,,49681,-93.91564,90,,,,,,
,,,,,49801,-81.56239,120,,,,,,
,,,,,49876,-81.22598,75,,,,,,
